id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
373,Guest Editors' Introduction: Special Section on Mobile Cloud Computing,guest editors introduction special section on mobile cloud computing,DBLP:journals/tcc/FohSWKCB19,article,2019,IEEE Trans. Cloud Comput.,,7,2,298--300,,,,https://doi.org/10.1109/TCC.2018.2809260,10.1109/TCC.2018.2809260,,https://dblp.org/rec/journals/tcc/FohSWKCB19.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 19 Jan 2025 00:00:00 +0100",0,True,6,09/1571,09/1571,2026-01-31 22:35:59.978157,2026-01-31 22:35:59.984581
374,Practical Implementation of Femtolet Based Peer-to-Peer Network,practical implementation of femtolet based peertopeer network,DBLP:journals/wpc/RoyMDS19,article,2019,Wirel. Pers. Commun.,,108,4,2477--2498,,,,https://doi.org/10.1007/s11277-019-06534-4,10.1007/S11277-019-06534-4,,https://dblp.org/rec/journals/wpc/RoyMDS19.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 14 Oct 2021 01:00:00 +0200",0,True,4,09/1571,09/1571,2026-01-31 22:36:00.015006,2026-01-31 22:36:00.018554
375,"Evaluating the Impact of Code Smell Refactoring on the Energy Consumption
of Android Applications",evaluating the impact of code smell refactoring on the energy consumption of android applications,DBLP:conf/euromicro/AnwarPS19,conference,2019,,"45th Euromicro Conference on Software Engineering and Advanced Applications,
SEAA 2019, Kallithea-Chalkidiki, Greece, August 28-30, 2019",,,82--86,IEEE,,"Miroslaw Staron, Rafael Capilla, Amund Skavhaug",https://doi.org/10.1109/SEAA.2019.00021,10.1109/SEAA.2019.00021,,https://dblp.org/rec/conf/euromicro/AnwarPS19.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.031761,2026-01-31 22:36:00.040204
376,"Personalized Service Delivery using Reinforcement Learning in Fog
and Cloud Environment",personalized service delivery using reinforcement learning in fog and cloud environment,DBLP:conf/iiwas/DehuryS19,conference,2019,,"Proceedings of the 21st International Conference on Information Integration
and Web-based Applications & Services, iiWAS 2019, Munich, Germany,
December 2-4, 2019",,,522--529,ACM,,,https://doi.org/10.1145/3366030.3366055,10.1145/3366030.3366055,,https://dblp.org/rec/conf/iiwas/DehuryS19.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 28 Feb 2020 10:41:35 +0100",0,True,2,09/1571,09/1571,2026-01-31 22:36:00.040667,2026-01-31 22:36:00.045880
377,Internet of Things (IoT) and New Computing Paradigms,internet of things iot and new computing paradigms,DBLP:books/wi/19/ChangSB19,book_chapter,2019,,Fog and Edge Computing,,,1--23,Wiley,Wiley Series on Parallel and Distributed Computing,"Rajkumar Buyya, Satish Narayana Srirama",https://doi.org/10.1002/9781119525080.ch1,10.1002/9781119525080.CH1,,https://dblp.org/rec/books/wi/19/ChangSB19.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 17 Jun 2019 16:56:10 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.046314,2026-01-31 22:36:00.049950
378,Fog and Edge Computing,fog and edge computing,DBLP:books/wi/BS2019,book,2019,,,,,,Wiley,Wiley Series on Parallel and Distributed Computing,"Rajkumar Buyya, Satish Narayana Srirama",https://doi.org/10.1002/9781119525080,10.1002/9781119525080,,https://dblp.org/rec/books/wi/BS2019.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 17 Jun 2019 01:00:00 +0200",0,True,0,09/1571,09/1571,2026-01-31 22:36:00.054800,2026-01-31 22:36:00.055907
379,"Mobile Big Data: Foundations, State of the Art, and Future Directions",mobile big data foundations state of the art and future directions,DBLP:reference/bdt/ChangHSM19,book_chapter,2019,,Encyclopedia of Big Data Technologies,,,,Springer,,"Sherif Sakr, Albert Y. Zomaya",https://doi.org/10.1007/978-3-319-63962-8_46-1,10.1007/978-3-319-63962-8_46-1,,https://dblp.org/rec/reference/bdt/ChangHSM19.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 29 May 2019 01:00:00 +0200",0,True,4,09/1571,09/1571,2026-01-31 22:36:00.056545,2026-01-31 22:36:00.062299
380,Optimal cloud resource provisioning for auto-scaling enterprise applications,optimal cloud resource provisioning for autoscaling enterprise applications,DBLP:journals/ijcc/SriramaO18,article,2018,Int. J. Cloud Comput.,,7,2,129--162,,,,https://doi.org/10.1504/IJCC.2018.10014880,10.1504/IJCC.2018.10014880,,https://dblp.org/rec/journals/ijcc/SriramaO18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 19 Jan 2025 00:00:00 +0100",0,True,2,09/1571,09/1571,2026-01-31 22:36:00.072156,2026-01-31 22:36:00.074244
381,"Adaptive mobile Web server framework for Mist computing in the Internet
of Things",adaptive mobile web server framework for mist computing in the internet of things,DBLP:journals/ijpcc/LiyanageCS18,article,2018,Int. J. Pervasive Comput. Commun.,,14,3/4,247--267,,,,https://doi.org/10.1108/IJPCC-D-18-00023,10.1108/IJPCC-D-18-00023,,https://dblp.org/rec/journals/ijpcc/LiyanageCS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.077570,2026-01-31 22:36:00.079937
382,"Framework for automated partitioning and execution of scientific workflows
in the cloud",framework for automated partitioning and execution of scientific workflows in the cloud,DBLP:journals/tjs/ViilS18,article,2018,J. Supercomput.,,74,6,2656--2683,,,,https://doi.org/10.1007/s11227-018-2296-7,10.1007/S11227-018-2296-7,,https://dblp.org/rec/journals/tjs/ViilS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 19 Jan 2025 00:00:00 +0100",0,True,2,09/1571,09/1571,2026-01-31 22:36:00.087412,2026-01-31 22:36:00.090049
383,"Game-Theoretic Incentive Model for Improving Mobile Code Offloading
Adaptability",gametheoretic incentive model for improving mobile code offloading adaptability,DBLP:conf/cloudcom/MirS18,conference,2018,,"2018 IEEE International Conference on Cloud Computing Technology
and Science, CloudCom 2018, Nicosia, Cyprus, December 10-13, 2018",,,153--158,IEEE Computer Society,,,https://doi.org/10.1109/CloudCom2018.2018.00040,10.1109/CLOUDCOM2018.2018.00040,,https://dblp.org/rec/conf/cloudcom/MirS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,2,09/1571,09/1571,2026-01-31 22:36:00.093790,2026-01-31 22:36:00.095936
384,Context-aware edge process management for mobile thing-to-fog environment,contextaware edge process management for mobile thingtofog environment,DBLP:conf/ecsa/MassCS18,conference,2018,,"Proceedings of the 12th European Conference on Software Architecture:
Companion Proceedings, ECSA 2018, Madrid, Spain, September 24-28,
2018",,,44:1--44:7,ACM,,"Jennifer Pérez, Raffaela Mirandola, Hong-Mei Chen",https://doi.org/10.1145/3241403.3241449,10.1145/3241403.3241449,,https://dblp.org/rec/conf/ecsa/MassCS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 05 Sep 2020 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.099987,2026-01-31 22:36:00.107910
385,"Providing Context as a Service Using Service-Oriented Mobile Indie
Fog and Opportunistic Computing",providing context as a service using serviceoriented mobile indie fog and opportunistic computing,DBLP:conf/ecsa/ChangS18,conference,2018,,"Software Architecture - 12th European Conference on Software Architecture,
ECSA 2018, Madrid, Spain, September 24-28, 2018, Proceedings",11048,,219--235,Springer,Lecture Notes in Computer Science,"Carlos E. Cuesta, David Garlan, Jennifer Pérez",https://doi.org/10.1007/978-3-030-00761-4_15,10.1007/978-3-030-00761-4_15,,https://dblp.org/rec/conf/ecsa/ChangS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 05 Sep 2020 01:00:00 +0200",0,True,2,09/1571,09/1571,2026-01-31 22:36:00.108360,2026-01-31 22:36:00.113363
386,"An Investigation into the Energy Consumption of HTTP POST Request
Methods for Android App Development",an investigation into the energy consumption of http post request methods for android app development,DBLP:conf/icsoft/AnwarPS18,conference,2018,,"Proceedings of the 13th International Conference on Software Technologies,
ICSOFT 2018, Porto, Portugal, July 26-28, 2018",,,275--282,SciTePress,,"Leszek A. Maciaszek, Marten van Sinderen",https://doi.org/10.5220/0006846102750282,10.5220/0006846102750282,,https://dblp.org/rec/conf/icsoft/AnwarPS18.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 08 May 2019 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.113800,2026-01-31 22:36:00.121655
387,Research Challenges in Nextgen Service Orchestration,research challenges in nextgen service orchestration,DBLP:journals/corr/abs-1806-00764,article,2018,CoRR,,abs/1806.00764,,,,,,http://arxiv.org/abs/1806.00764,,,https://dblp.org/rec/journals/corr/abs-1806-00764.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 23 Jan 2021 00:00:00 +0100",0,True,6,09/1571,09/1571,2026-01-31 22:36:00.121916,2026-01-31 22:36:00.147002
388,"Adaptive Edge Process Migration for IoT in Heterogeneous Cloud-Fog-Edge
Computing Environment",adaptive edge process migration for iot in heterogeneous cloudfogedge computing environment,DBLP:journals/corr/abs-1811-10939,article,2018,CoRR,,abs/1811.10939,,,,,,http://arxiv.org/abs/1811.10939,,,https://dblp.org/rec/journals/corr/abs-1811-10939.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 30 Nov 2018 00:00:00 +0100",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.147243,2026-01-31 22:36:00.154785
393,"mCloud: A Context-Aware Offloading Framework for Heterogeneous Mobile
Cloud",mcloud a contextaware offloading framework for heterogeneous mobile cloud,DBLP:journals/tsc/ZhouDCSB17,article,2017,IEEE Trans. Serv. Comput.,,10,5,797--810,,,,https://doi.org/10.1109/TSC.2015.2511002,10.1109/TSC.2015.2511002,,https://dblp.org/rec/journals/tsc/ZhouDCSB17.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 21 Aug 2025 01:00:00 +0200",0,True,5,09/1571,09/1571,2026-01-31 22:36:00.195664,2026-01-31 22:36:00.198687
394,"Fog Computing as a Resource-Aware Enhancement for Vicinal Mobile Mesh
Social Networking",fog computing as a resourceaware enhancement for vicinal mobile mesh social networking,DBLP:conf/aina/ChangLSS17,conference,2017,,"31st IEEE International Conference on Advanced Information Networking
and Applications, AINA 2017, Taipei, Taiwan, March 27-29, 2017",,,894--901,IEEE Computer Society,,"Leonard Barolli, Makoto Takizawa, Tomoya Enokido, Hui-Huang Hsu, Chi-Yi Lin",https://doi.org/10.1109/AINA.2017.18,10.1109/AINA.2017.18,,https://dblp.org/rec/conf/aina/ChangLSS17.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,4,09/1571,09/1571,2026-01-31 22:36:00.218572,2026-01-31 22:36:00.224642
395,"A Manifesto for Future Generation Cloud Computing: Research Directions
for the Next Decade",a manifesto for future generation cloud computing research directions for the next decade,DBLP:journals/corr/abs-1711-09123,article,2017,CoRR,,abs/1711.09123,,,,,,http://arxiv.org/abs/1711.09123,,,https://dblp.org/rec/journals/corr/abs-1711-09123.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 22 Apr 2022 01:00:00 +0200",0,True,25,09/1571,09/1571,2026-01-31 22:36:00.230986,2026-01-31 22:36:00.630843
396,"Dynamic Deployment and Auto-scaling Enterprise Applications on the
Heterogeneous Cloud",dynamic deployment and autoscaling enterprise applications on the heterogeneous cloud,DBLP:conf/IEEEcloud/SriramaIV16,conference,2016,,"9th IEEE International Conference on Cloud Computing, CLOUD 2016,
San Francisco, CA, USA, June 27 - July 2, 2016",,,927--932,IEEE Computer Society,,,https://doi.org/10.1109/CLOUD.2016.0138,10.1109/CLOUD.2016.0138,,https://dblp.org/rec/conf/IEEEcloud/SriramaIV16.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.632197,2026-01-31 22:36:00.635032
397,"Workflow Model Distribution or Code Distribution? Ideal Approach for
Service Composition of the Internet of Things",workflow model distribution or code distribution ideal approach for service composition of the internet of things,DBLP:conf/IEEEscc/MassCS16,conference,2016,,"IEEE International Conference on Services Computing, SCC 2016,
San Francisco, CA, USA, June 27 - July 2, 2016",,,649--656,IEEE Computer Society,,"Jia Zhang, John A. Miller, Xiaofei Xu",https://doi.org/10.1109/SCC.2016.90,10.1109/SCC.2016.90,,https://dblp.org/rec/conf/IEEEscc/MassCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 11 Apr 2024 20:25:44 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.643180,2026-01-31 22:36:00.651367
398,"A semantic followee recommender in Twitter using Topicmodel and Kalman
filter",a semantic followee recommender in twitter using topicmodel and kalman filter,DBLP:conf/icca/DebMSV16,conference,2016,,"12th IEEE International Conference on Control and Automation, ICCA
2016, Kathmandu, Nepal, June 1-3, 2016",,,649--656,IEEE,,,https://doi.org/10.1109/ICCA.2016.7505352,10.1109/ICCA.2016.7505352,,https://dblp.org/rec/conf/icca/DebMSV16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,4,09/1571,09/1571,2026-01-31 22:36:00.651771,2026-01-31 22:36:00.656388
399,"Energy-Efficient Mobile Data Acquisition Using Opportunistic Internet
of Things Gateway Services",energyefficient mobile data acquisition using opportunistic internet of things gateway services,DBLP:conf/ithings/LiyanageCS16,conference,2016,,"2016 IEEE International Conference on Internet of Things (iThings)
and IEEE Green Computing and Communications (GreenCom) and IEEE
Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data
(SmartData), Chengdu, China, December 15-18, 2016",,,217--222,IEEE,,"Xingang Liu, Tie Qiu, Bin Guo, Kaixuan Lu, Zhaolong Ning, Mianxiong Dong, Yayong Li",https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData.2016.60,10.1109/ITHINGS-GREENCOM-CPSCOM-SMARTDATA.2016.60,,https://dblp.org/rec/conf/ithings/LiyanageCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.675927,2026-01-31 22:36:00.684853
400,"WiseWare: A Device-to-Device-Based Business Process Management System
for Industrial Internet of Things",wiseware a devicetodevicebased business process management system for industrial internet of things,DBLP:conf/ithings/MassCS16,conference,2016,,"2016 IEEE International Conference on Internet of Things (iThings)
and IEEE Green Computing and Communications (GreenCom) and IEEE
Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data
(SmartData), Chengdu, China, December 15-18, 2016",,,269--275,IEEE,,"Xingang Liu, Tie Qiu, Bin Guo, Kaixuan Lu, Zhaolong Ning, Mianxiong Dong, Yayong Li",https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData.2016.69,10.1109/ITHINGS-GREENCOM-CPSCOM-SMARTDATA.2016.69,,https://dblp.org/rec/conf/ithings/MassCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 05 Sep 2020 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.688034,2026-01-31 22:36:00.697478
401,"Proactive Service Discovery in Fog Computing Using Mobile Ad Hoc Social
Network in Proximity",proactive service discovery in fog computing using mobile ad hoc social network in proximity,DBLP:conf/ithings/SooCS16,conference,2016,,"2016 IEEE International Conference on Internet of Things (iThings)
and IEEE Green Computing and Communications (GreenCom) and IEEE
Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data
(SmartData), Chengdu, China, December 15-18, 2016",,,561--566,IEEE,,"Xingang Liu, Tie Qiu, Bin Guo, Kaixuan Lu, Zhaolong Ning, Mianxiong Dong, Yayong Li",https://doi.org/10.1109/iThings-GreenCom-CPSCom-SmartData.2016.126,10.1109/ITHINGS-GREENCOM-CPSCOM-SMARTDATA.2016.126,,https://dblp.org/rec/conf/ithings/SooCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 05 Sep 2020 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.697715,2026-01-31 22:36:00.706354
402,An Energy-Aware Forwarding Protocol for Multimedia Opportunistic Networks,an energyaware forwarding protocol for multimedia opportunistic networks,DBLP:conf/mobiquitous/LiyanageCS16,conference,2016,,"Proceedings of the 13th International Conference on Mobile and Ubiquitous
Systems: Computing, Networking and Services, MobiQuitous 2016, Hiroshima,
Japan, November 28 - December 1, 2016",,,274--275,ACM,,"Takahiro Hara, Hiroshi Shigeno",https://doi.org/10.1145/2994374.3004066,10.1145/2994374.3004066,,https://dblp.org/rec/conf/mobiquitous/LiyanageCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.706775,2026-01-31 22:36:00.715174
403,"mePaaS: Mobile-Embedded Platform as a Service for Distributing Fog
Computing to Edge Nodes",mepaas mobileembedded platform as a service for distributing fog computing to edge nodes,DBLP:conf/pdcat/LiyanageCS16,conference,2016,,"17th International Conference on Parallel and Distributed Computing,
Applications and Technologies, PDCAT 2016, Guangzhou, China, December
16-18, 2016",,,73--80,IEEE Computer Society,,"Hong Shen, Yingpeng Sang, Hui Tian",https://doi.org/10.1109/PDCAT.2016.030,10.1109/PDCAT.2016.030,,https://dblp.org/rec/conf/pdcat/LiyanageCS16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,3,09/1571,09/1571,2026-01-31 22:36:00.715589,2026-01-31 22:36:00.723444
404,Mobile code offloading: from concept to practice and beyond,mobile code offloading from concept to practice and beyond,DBLP:journals/cm/FloresHT0SB15,article,2015,IEEE Commun. Mag.,,53,3,80--88,,,,https://doi.org/10.1109/MCOM.2015.7060486,10.1109/MCOM.2015.7060486,,https://dblp.org/rec/journals/cm/FloresHT0SB15.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 05 Sep 2020 01:00:00 +0200",0,True,6,09/1571,09/1571,2026-01-31 22:36:00.723860,2026-01-31 22:36:00.729602
